id,susceptibility_BV,infectivity_BV,susceptibility_EV,infectivity_EV,susceptibility,infectivity,susceptibility_ln,infectivity_ln,IndexCase_0,group,Tinf,frailties,Epi.type,I,R,eRates,V1
1123,-0.483877464779646,-8.86459496819e-07,0,0,-0.483877464779646,-8.86459496819e-07,0.616388726613416,0.999999113540896,1,3,4.05613510455131,lognormal,SI,1,,0,9.99999961012226
1580,0.481223299412735,-2.86029261303828e-08,0,0,0.481223299412735,-2.86029261303828e-08,1.61805255474978,0.999999971397074,1,3,1.0908089388304,lognormal,SI,1,,0,9.99999961012226
636,0.144084809459286,6.10937849960294e-07,0,0,0.144084809459286,6.10937849960294e-07,1.15498205777515,1.00000061093804,0,4,0,lognormal,SI,1,,0,10.0000023201524
892,-0.77729012951117,1.54964824352533e-07,0,0,-0.77729012951117,1.54964824352533e-07,0.459649916877455,1.00000015496484,1,4,12.9031412850981,lognormal,SI,1,,0,10.0000023201524
906,-0.0616681005808608,-4.72309096854856e-07,0,0,-0.0616681005808608,-4.72309096854856e-07,0.940194885148447,0.999999527691015,1,4,5.81205886171734,lognormal,SI,1,,0,10.0000023201524
1024,-0.0328904452111756,9.15204201341634e-07,0,0,-0.0328904452111756,9.15204201341634e-07,0.96764456387814,1.00000091520462,1,4,3.80109721853671,lognormal,SI,1,,0,10.0000023201524
1042,0.394355324175242,-8.88777179004919e-08,0,0,0.394355324175242,-8.88777179004919e-08,1.48342755271227,0.999999911122286,1,4,5.16240731092878,lognormal,SI,1,,0,10.0000023201524
1237,0.590564925691325,6.2976727877798e-07,0,0,0.590564925691325,6.2976727877798e-07,1.80500782271815,1.00000062976748,1,4,3.80651065854299,lognormal,SI,1,,0,10.0000023201524
1478,0.200584228680617,4.55532786506365e-07,0,0,0.200584228680617,4.55532786506365e-07,1.22211654516919,1.00000045553289,1,4,5.57890935834027,lognormal,SI,1,,0,10.0000023201524
1517,-0.180172519625666,-3.85597547458138e-07,0,0,-0.180172519625666,-3.85597547458138e-07,0.835126123336437,0.999999614402527,1,4,4.63429873437849,lognormal,SI,1,,0,10.0000023201524
1531,0.239266301629618,4.25740521034517e-07,0,0,0.239266301629618,4.25740521034517e-07,1.27031677897296,1.00000042574061,1,4,1.1036617331985,lognormal,SI,1,,0,10.0000023201524
1596,0.0196417766651891,7.47880579266593e-08,0,0,0.0196417766651891,7.47880579266593e-08,1.01983594555087,1.00000007478806,1,4,3.23895207160809,lognormal,SI,1,,0,10.0000023201524
